item,feedfieldname,title,description,datatypecode,filecode,tablecode,heirarchycode,units,polarity,includedinscores,pillaritem,catitem,reglicflag,valuescoreexists,asrepexists,sourceexists
459,LostWorkingDays,Lost Working Days,"Number of lost working days of the employees and contractors. - lost working days refer to absences from work as the result of occupational injury or disease only which is commonly termed as severity rate - total lost working days include both employees and contractors days lost  - if the company doesnt report on contractors health and safety, then the employees lost working days is equal to lost working days - absenteeism is not considered as it includes days lost due to both sick leaves resulting from common diseases and days lost due to occupational diseases and injuries - when total lost time injury rates are 0 then total lost working days has to be 0",3,1,3,1,Number,Negative,,6,10,2,N,Y,Y
460,ManagementDepartures,Management Departures,Has an important executive management team member or a key team member announced a voluntary departure (other than for retirement) or has been ousted?,1,1,3,1,Y/N,Negative,,6,10,,N,N,Y
461,ManagementTraining,Management Training,Does the company claim to provide regular staff and business management training for its managers? - consider training to existing managers (how to manage their team and process) - consider training to non-managers to develop leadership skill for future managerial positions,1,1,3,1,Y/N,Positive,D&I,6,10,,N,N,Y
462,MinoritiesEmployeesPercent,Ethnic Minorities Employees Percentage,Percentage of employees classified under racial/ethnicity minority groups.,3,1,3,1,Percentage,Positive,,6,10,,N,Y,Y
463,MinoritiesManagersPercent,Ethnic Minorities Managers Percentage,Percentage of managers classified under racial/ethnicity minority groups.,3,1,3,1,Percentage,Positive,,6,10,,N,Y,Y
464,MinoritiesSalaryGapPercent,Ethnic Minorities Salary Gap,Percentage of salary gap with racial/ethnicity minority groups.,3,1,3,1,Percentage,Positive,,6,10,,N,Y,Y
465,NewWomenEmployees,New Women Employees,"Percentage of new women employees. - percentage of new women employees to the total number of new employees hired during the year  - percentage of new women employees=number of new women employees/total number of new employees*100 - new women employees = women employees at the end of the year- women employees at beginning of year +women employees leaving - in case of acquisition if both new women employees and women employees are reported separately, consider only new women employees - information at the executive /management/board level is not considered - for French companies, internal transfers are not considered as new employees of the company",3,1,3,1,Percentage,Positive,D&I,6,10,,N,Y,Y
466,NumberOfEmployeesFromCsrReporting,Number of Employees  from CSR reporting,Number of employees as reported by the company in its CSR reporting. - include all types of employment such as part-time and full-time employees - information is considered from an annual report when it is reported in the sustainability section or the sustainability section in the companys website  - the scope has to be global (100%),4,1,3,1,Number,Not applicable,,6,10,,N,Y,Y
467,OccupationalDiseases,Occupational Diseases,"Number of occupational diseases or any disease caused by continued exposure to conditions inherent in a person's occupation reported relative to one million hours worked. - occupational diseases rate = number of occupational diseases/total working hours *1,000,000 - total working hours = total number of workers * 2,000 - consider any abnormal condition or disorder (other than an injury) that resulted from work-related exposure to a biological, chemical or physical agent, these include both acute and chronic illnesses or diseases that may be caused by inhalation, absorption, ingestion or direct contact - include respiratory illnesses, skin diseases, illnesses caused by chemical agents, occupational illnesses/diseases caused by physical agents such as disorders of the musculoskeletal system caused by repeated trauma, occupational illnesses/diseases caused by biological agents",3,1,3,1,Rate,Negative,TRESG,6,10,2,Y,Y,Y
468,OtherMinoritiesEmployeesPercent,Other - Ethnic Minorities Employees Percentage,Percentage of employees whose race/ethnicity for U.S. operations is classified as other,3,1,3,1,Percentage,Positive,,6,10,,N,Y,Y
469,OtherMinoritiesManagersPercent,Other - Ethnic Minorities Managers Percentage,Percentage of managers whose race/ethnicity for U.S. operations is classified as other,3,1,3,1,Percentage,Positive,,6,10,,N,Y,Y
470,PolicyCareerDevelopment,Policy Career Development,Does the company have a policy to improve the career development paths of its employees? - programs or processes that focus on the career progression of staffs  - include if the company encourages and supports employee for career development - information to be on career development for the general workforce - consider training to non-managers or leaders to develop leadership skill for future managerial or leadership positions,1,1,3,1,Y/N,Positive,D&I,6,10,,N,N,Y
471,PolicyDiversityAndOpportunity,Policy Diversity and Opportunity,"Does the company have a policy to drive diversity and equal opportunity? - program or practice to promote diversity and equal opportunities within the workforce - includes information on the promotion of women, minorities, disabled employees, or employment from any age, ethnicity, race, nationality, and religion - consider information from the code of conduct mentioning diversity policy together with the reporting of violations",1,1,3,1,Y/N,Positive,"TRESG , D&I",6,10,,Y,N,Y
472,PolicyEmployeeHealthAndSafety,Policy Employee Health & Safety,"Does the company have a policy to improve employee health & safety? - processes or initiatives in place to reduce occupational accidents, injuries, illness for employees of the company - information may refer to a system, project or a set of formal, documented processes for controlling health and safety impacts and driving continuous improvement - consider the process to reduce commuting accidents",1,1,3,1,Y/N,Positive,,6,10,,N,N,Y
473,PolicySkillsTraining,Policy Skills Training,Does the company have a policy to improve the skills training of its employees? - programs or processes that focus on developing employees skills to meet the evolving strategic needs of the organization and/or the industry - include job specific training to employees - information to be on skills training for the general workforce,1,1,3,1,Y/N,Positive,D&I,6,10,,N,N,Y
474,PolicySupplyChainHealthAndSafety,Policy Supply Chain Health & Safety,"Does the company have a policy to improve employee health & safety in its supply chain? - consider if the company describes that it strives to select and/or work with suppliers who apply minimum security standards for their employees - consider the information if the company visits suppliers sites, monitoring, inspection, guiding and working with suppliers to improve the health and safety performance in the supply chain  - information is considered from the supplier's code of conduct where the company details the requirement with regards to the protection of health and safety of suppliers' workforce - information is considered from industry code such as the electronic industry citizenship coalition (EICC) code of conduct and pharmaceutical industry principles (PSCI). However, the company has to describe its own actions/programs and initiatives related to the specific principles stipulated in the codes - legal compliance data is considered",1,1,3,1,Y/N,Positive,,6,10,2,N,N,Y
475,RecentDiversityOpportunityControversies,Recent Diversity Opportunity Controversies,"Number of controversies linked to workforce diversity and opportunity (e.g., wages, promotion, discrimination and harassment) published since the last fiscal year company update. - consider any issues to employees relating to discrimination - whistleblower is considered - consider information where equal opportunities is not provided for employees",4,1,3,1,Number,Negative,"TRESGC , D&I",6,10,,N,Y,Y
476,RecentEmployeeHealthAndSafetyControversies,Recent Employee Health & Safety Controversies,Number of controversies linked to workforce health and safety published since the last fiscal year company update. - instances where safety of the employees is harmed - lawsuits against a company relating to employees health,4,1,3,1,Number,Negative,TRESGC,6,10,,N,Y,Y
477,RecentWagesWorkingConditionControversies,Recent Wages Working Condition Controversies,Number of controversies linked to the company's relations with employees or relating to wages or wage disputes published since the last fiscal year company update. - consider any issues relating to employees wages  - forcing the employees to work under unhealthy working conditions - delayed salaries paid is considered,4,1,3,1,Number,Negative,"TRESGC , D&I",6,10,,N,Y,Y
478,SalariesAndWagesFromCsrReporting,Salaries and Wages from CSR reporting,"Total value of salaries and wages paid to all employees and officers, including all benefits, as reported by the company in its CSR reporting. - include all monetary benefits given by the company such as social security cost, pension, allowances, commissions, share-based payments, etc. - information is considered from an annual report when it is reported in the sustainability section or the sustainability section in the companys website  - the scope has to be global (100%)",5,1,3,1,Currency = Local Reporting Currency,Not applicable,,6,10,,N,Y,Y
479,Strikes,Strikes,Has there has been a strike or an industrial dispute that led to lost working days?,1,1,3,1,Y/N,Negative,TRESGC,6,10,,N,N,Y
480,SupplierESGTraining,Supplier ESG training,"Does the company provide training in environmental, social or governance factors for its suppliers? - consider training, programs or any other collaboration with suppliers to improve their ESG (environmental, social and governance) performance - audits leading to collaboration with suppliers on ESG issues are considered  - consider information from industry code such as the Electronic Industry Citizenship Coalition (EICC) code of conduct and Pharmaceutical Industry Principles (PSCI). However, the Company has to describe its own actions/programs and Initiatives related to the specific principles stipulated in the codes",1,1,3,1,Y/N,Positive,TRESG,6,10,2,Y,N,Y
481,SupplyChainHealthAndSafetyImprovements,Supply Chain Health & Safety Improvements,"Does the company show through the use of surveys or measurements that it is improving the level of employee health & safety in its supply chain? - consider if the company claims to monitor or assess its suppliers through survey, audit, and questionnaire on health and safety performance while showing progress - consider if both absolute and normalized figures are provided shows progress - information is not qualified if the company claims or shows to study or assess the company's performance during the year under review but does not provide historical data and therefore cannot show to have improved - information is considered from industry code such as the electronic industry citizenship coalition (EICC) code of conduct and pharmaceutical industry principles (PSCI). However, the company has to describe its own actions/programs and initiatives related to the specific principles stipulated in the codes",1,1,3,1,Y/N,Positive,TRESG,6,10,2,Y,N,Y
482,SupplyChainHealthAndSafetyTraining,Supply Chain Health & Safety Training,Does the company train its executives or key employees on employee health & safety in the supply chain? - consider if the company provides training on health & safety to its suppliers and/or procurement staff  - include if the company requires that suppliers have to train their employees on health and safety,1,1,3,1,Y/N,Positive,,6,10,2,N,N,Y
483,TargetsDiversityAndOpportunity,Targets Diversity and Opportunity,"Has the company set targets or objectives to be achieved on diversity and equal opportunity? - any objective/target set to increase or promote diversity in the workplace with a time frame - includes information on the promotion of women, minorities, disabled employees, or employment from any age, ethnicity, race, nationality, and religion",1,1,3,1,Y/N,Positive,"TRESG , D&I",6,10,,Y,N,Y
484,TotalInjuryRateContractors,Total Injury Rate Contractors,"Number of injuries and fatalities including no-lost-time injuries reported for contractors relative to one million hours worked. - total injury rate contractors = total contractors accident (number of injuries)/total contractors working hours*1,000,000 - contractors injuries include all work-related deaths, illnesses, minor & major injuries, lost time & non-lost time accidents, medical treatment injuries (MTI), recordable incidents and commuting accidents - unless the company provide the exact working hours, the total contractors working hours= total number of contractors* 2,000",3,1,3,1,Rate,Negative,,6,10,3,N,Y,Y
485,TotalInjuryRateEmployees,Total Injury Rate Employees,"Number of injuries and fatalities including no-lost-time injuries reported for employees relative to one million hours worked. - total injury rate employees= total employees accident (number of injuries)/total employees working hours*1,000,000 - employees injuries include all work-related deaths, illnesses, minor & major injuries, lost time & non-lost time accidents, medical treatment injuries (MTI), recordable incidents and commuting accidents - unless the company provide the exact working hours, the total employees working hours= total number of employees* 2,000",3,1,3,1,Rate,Negative,,6,10,3,N,Y,Y
486,TotalInjuryRateTotal,Total Injury Rate Total,"Total number of injuries and fatalities including no-lost-time injuries relative to one million hours worked. - total injury rate= accident total (number of injuries)/total working hours*1,000,000 - injuries include all work-related deaths, illnesses, minor & major injuries, lost time & non-lost time accidents, medical treatment injuries (MTI), recordable incidents and commuting accidents - total injury rate  employees injury rate + contractors injury rate - total injury rate includes both employees and contractors injury rate - if the company doesnt report on contractors health and safety, then the total injury rate employees are equal to the total injury rate  - unless the company provide the exact working hours, the total working hours= total number of (employees + contractors)* 2,000",3,1,3,1,Rate,Negative,,6,10,3,N,Y,Y
487,TradeUnionRepresentation,Trade Union Representation,"Percentage of employees represented by independent trade union organizations or covered by collective bargaining agreements. - trade union representation percentage = number of employees represented by trade union members/total number of employees*100 - when both percentages of employees represented by trade union and percentage of employees covered by collective bargaining agreements are available, consider the percentage of employees covered by collective bargaining agreements",3,1,3,1,Percentage,Positive,TRESG,6,10,,Y,Y,Y
488,TrainingCostsTotal,Training Costs Total,"Total training costs from all the training performed by all employees. - consider total training costs from all the training performed by all employees - include all types of cost of training given to general employees (such as health & safety, environmental, emergency response, skills & career development training)",5,1,3,1,Currency = Local Reporting Currency,Positive,,6,10,,N,Y,Y
489,TrainingHoursTotal,Training Hours Total,"Total training hours performed by all employees. - consider only employee training hours - include all types of training given to general employees (such as health & safety, environmental, emergency response, skills & career development training) - if the value is given in days, multiply by 8, assuming that 1 day = 8 hours worked",3,1,3,1,Hours,Positive,D&I,6,10,,N,Y,Y
490,TurnoverOfEmployees,Turnover of Employees,"Percentage of employee turnover. - include employees who left the company for any reason (voluntary or involuntary) such as resignations, retirement, natural departure/death, medical incapacitation, redundancy, layoffs, restructuring, dismissal, retrenchment or end of a fixed-term contract - employees turnover rate= (employees leaving/average number of employees)*100 - where the average number of employee = (employees at the end of the current year + employees at the end of the previous year)/2 - employees at the end of the current fiscal year = employees at the end of the previous fiscal year + new employees - employees leaving",3,1,3,1,Percentage,Negative,TRESG,6,10,,Y,Y,Y
491,VoluntaryTurnoverOfEmployees,Voluntary Turnover of Employees,Percentage of employee voluntary turnover.,3,1,3,1,Percentage,Negative,,6,10,,N,Y,Y
492,WagesWorkingConditionControversiesCount,Wages Working Condition Controversies Count,Number of controversies published in the media linked to the company's relations with employees or relating to wages or wage disputes. - consider any issues relating to employees wages  - forcing the employees to work under unhealthy working conditions - delayed salaries paid is considered,4,1,3,1,Number,Negative,"TRESGC , D&I",6,10,,N,Y,Y
493,WhiteMinoritiesEmployeesPercent,White - Ethnic Minorities Employees Percentage,Percentage of employees for U.S. operations who are White,3,1,3,1,Percentage,Positive,,6,10,,N,Y,Y
494,WhiteMinoritiesManagersPercent,White - Ethnic Minorities Managers Percentage,Percentage of managers for U.S. operations who are White,3,1,3,1,Percentage,Positive,,6,10,,N,Y,Y
495,WomenEmployees,Women Employees,Percentage of women employees. - percentage of women employees to the total number of employees of the company - percentage of women employees = number of women/total number of employees*100,3,1,3,1,Percentage,Positive,"TRESG , D&I",6,10,,Y,Y,Y
496,WomenManagers,Women Managers,"Percentage of women managers. - percentage of women managers among total managers of the company - if there is a breakdown by category in percentage such as top, senior, middle, junior management, then we consider the percentage of middle woman managers - percentage of women managers= number of women managers/total number of managers*100",3,1,3,1,Percentage,Positive,"TRESG , D&I",6,10,,Y,Y,Y
497,AnnouncedLayOffsToTotalEmployees,Announced Layoffs To Total Employees,Total number of announced lay-offs by the company divided by the total number of employees.,3,1,4,2,Ratio,Negative,TRESG,6,10,,Y,N,N
498,HealthAndSafetyPolicy,Health & Safety Policy,Does the company have a policy to improve employee health & safety within the company and its supply chain?,1,1,4,2,Y/N,Positive,TRESG,6,10,2,Y,N,N
499,InjuriesToMillionHours,Injuries To Million Hours,Total number of injuries and fatalities including no-lost-time injuries relative to one million hours worked.,3,1,4,2,Rate,Negative,TRESG,6,10,,Y,N,N
500,LostDaysToTotalDays,Lost Days To Total Days,"Total lost days at work divided by total working days. (Refers to an employee absent from work because of incapacity of any kind, not just as the result of occupational injury or disease)",3,1,4,2,Rate,Negative,TRESG,6,10,,Y,N,N
501,NetEmploymentCreation,Net Employment Creation,Employment growth over the last year.,3,1,4,2,Rate,Positive,TRESG,6,10,,Y,N,N
502,SalaryGap,Salary Gap,CEO's total salary (or the highest salary) divided by average salaries and benefits.,3,1,4,2,Currency = USD,Negative,TRESG,6,10,2,Y,N,N
503,TrainingAndDevelopmentPolicy,Training and Development Policy,Does the company have a policy to support the skills training or career development of its employees?,1,1,4,2,Y/N,Positive,TRESG,6,10,,Y,N,N
504,TrainingCostsPerEmployee,Training Costs Per Employee,Training costs per employee in US dollars.,5,1,4,2,Currency = USD,Positive,"TRESG , D&I",6,10,,Y,N,N
505,WagesWorkingConditionControversies,Wages Working Condition Controversies,"Is the company under the spotlight of the media because of a controversy linked to the company's employees, contractors or suppliers due to wage, layoff disputes or working conditions?",1,1,4,2,Y/N,Negative,,6,10,,N,N,N
506,CarbonIntensityPerClinkerProducedQuantity,Carbon Intensity per Clinker Produced,Total carbon CO2 equivalent emissions per tonne of clinker produced (Co2/t).,3,2,1,1,Tonnes,Negative,,4,8,,N,N,Y
507,CarbonIntensityPerEnergyProducedQuantity,Carbon Intensity per Energy Produced,"Total carbon CO2 equivalent emissions intensity in gram per kilowatt hours of energy produced (Electricity, Heat & Cool, etc.) (gCo2/kwh).",3,2,1,1,GramPerKilowatthour,Negative,,4,8,,N,,
508,DownstreamScope3EndOfLifeTreatmentOfSoldQuantity,Downstream scope 3 emissions End-of-life Treatment of Sold Products,Waste disposal and treatment of products sold by the reporting company (in the reporting year) at the end of their life.,3,2,1,1,Tonnes,Negative,,4,8,,N,,
509,DownstreamScope3FranchisesQuantity,Downstream scope 3 emissions Franchises,"Operation of franchises in the reporting year, not included in scope 1 and scope 2  reported by franchisor.",3,2,1,1,Tonnes,Negative,,4,8,,N,,
510,DownstreamScope3InvestmentsQuantity,Downstream scope 3 emissions Investments,"Operation of investments (including equity and debt investments and project finance) in the reporting year, not included in scope 1 or scope 2.",3,2,1,1,Tonnes,Negative,,4,8,,N,,
511,DownstreamScope3LeasedAssetsQuantity,Downstream scope 3 emissions Leased Assets,"Operation of assets owned by the reporting company (lessor) and leased to other entities in the reporting year, not included in scope 1 and scope 2  reported by lessor.",3,2,1,1,Tonnes,Negative,,4,8,,N,,
512,DownstreamScope3OtherQuantity,Downstream scope 3 emissions Other,Other downstream scope 3 emissions in the reporting year.,3,2,1,1,Tonnes,Negative,,4,8,,N,,
513,DownstreamScope3ProcessingOfSoldProductsQuantity,Downstream scope 3 emissions Processing of Sold Products,"Processing of intermediate products sold in the reporting year by downstream companies (e.g., manufacturers).",3,2,1,1,Tonnes,Negative,,4,8,,N,,
514,DownstreamScope3TransportationAndDistributionQuantity,Downstream scope 3 emissions Transportation and Distribution,"Transportation and distribution of products sold by the reporting company in the reporting year between the reporting companys operations and the end consumer (if not paid for by the reporting company), including retail and storage (in vehicles and facilities not owned or controlled by the reporting company).",3,2,1,1,Tonnes,Negative,,4,8,,N,,
515,DownstreamScope3UseOfSoldProductsQuantity,Downstream scope 3 emissions Use of Sold Products,End use of goods and services sold by the reporting company in the reporting year.,3,2,1,1,Tonnes,Negative,,4,8,,N,,
516,EmissionsTargetAnnualReductionPercent,Emissions Target Annual Reduction,Percentage of target annual reduction in emissions as reported by the company.,3,2,1,1,Percentage,Positive,,4,8,,N,,
517,EmissionsTargetType,Emissions Target Type,"What is the emissions reduction target type as reported by the company (Absolute, Intensity or Both)?",6,2,1,1,Name,Not applicable,,4,8,,N,,
518,FleetCO2PerPassengerQuantity,Fleet Co2 per Passenger Kilometer,Total fleet's average CO2 equivalent emissions per passenger kilometer (CO2/pkm).,3,2,1,1,GramPerPassengerKilometer,Negative,,4,8,,N,,
519,GHGEmissionMethodType,GHG Emission Method,"The method used by the company to calculate its GHG emissions (ex: GHG Protocol, Kyoto Protocol, EU Trading Scheme).",6,2,1,1,Name,Not applicable,,4,8,,,,
520,UpstreamScope3BusinessTravelQuantity,Upstream scope 3 emissions Business Travel,Transportation of employees for business-related activities during the reporting year (in vehicles not owned or operated by the reporting company).,3,2,1,1,Tonnes,Negative,,4,8,,,,
521,UpstreamScope3CapitalGoodsQuantity,Upstream scope 3 emissions Capital goods,"Extraction, production, and transportation of capital goods purchased or acquired by the reporting company in the reporting year.",3,2,1,1,Tonnes,Negative,,4,8,,,,
522,UpstreamScope3EmployeeCommutingQuantity,Upstream scope 3 emissions Employee Commuting,Transportation of employees between their homes and their worksites during the reporting year (in vehicles not owned or operated by the reporting company).,3,2,1,1,Tonnes,Negative,,4,8,,,,
523,UpstreamScope3FuelAndEnergyQuantity,Upstream scope 3 emissions Fuel- and Energy-related Activities,"Extraction, production, and transportation of fuels and energy purchased or acquired by the reporting company in the reporting year.",3,2,1,1,Tonnes,Negative,,4,8,,,,
524,UpstreamScope3LeasedAssetsQuantity,Upstream scope 3 emissions Leased Assets,Operation of assets leased by the reporting company (lessee) in the reporting year and not included in scope 1 and scope 2  reported by lessee.,3,2,1,1,Tonnes,Negative,,4,8,,,,
525,UpstreamScope3OtherQuantity,Upstream scope 3 emissions Other,Other upstream scope 3 emissions in the reporting year.,3,2,1,1,Tonnes,Negative,,4,8,,,,
526,UpstreamScope3PurchasedGoodsAndServicesQuantity,Upstream scope 3 emissions Purchased goods and services,"Extraction, production, and transportation of goods and services purchased or acquired by the reporting company in the reporting year.",3,2,1,1,Tonnes,Negative,,4,8,,,,
527,UpstreamScope3TransportationAndDistributionQuantity,Upstream scope 3 emissions Transportation and Distribution,Transportation and distribution of products purchased by the reporting company in the reporting year.,3,2,1,1,Tonnes,Negative,,4,8,,,,
528,UpstreamScope3WasteGeneratedInOperationsQuantity,Upstream scope 3 emissions Waste Generated in Operations,Disposal and treatment of waste generated in the reporting companys operations in the reporting year (in facilities not owned or controlled by the reporting company).,3,2,1,1,Tonnes,Negative,,4,8,,,,
529,AdultEntertainmentProducerFlag,Adult Entertainment Producer,Does the company produce or distribute adult entertainment content?,1,1,3,1,Y/N,Negative,,6,13,,,,
530,AdultEntertainmentProducerOwnershipPercent,Adult Entertainment Producer Ownership Percent,"Adult entertainment producer involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
531,AdultEntertainmentRetailerFlag,Adult Entertainment Retailer,Does the company retail adult entertainment content?,1,1,3,1,Y/N,Negative,,6,13,,,,
532,AdultEntertainmentRetailerOwnershipPercent,Adult Entertainment Retailer Ownership Percent,"Adult entertainment retailer involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
533,AlcoholProducerFlag,Alcohol Producer,Does the company produce alcoholic beverages?,1,1,3,1,Y/N,Negative,,6,13,,,,
534,AlcoholProducerOwnershipPercent,Alcohol Producer Ownership Percent,"Alcohol producer involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
535,AlcoholProducerRevenueAmount,Alcohol Producer Revenue,The revenue generated by the company from the production of alcoholic beverages.,5,1,3,1,Currency = Local Reporting Currency,Negative,,6,13,,,,
536,AlcoholProducerRevenuePercent,Alcohol Producer Revenue Percent,Percentage of revenue generated by the company from the production of alcoholic beverages.,3,1,3,1,Percentage,Negative,,6,13,,,,
537,AlcoholRetailerOwnershipPercent,Alcohol Retailer Ownership Percent,"Alcohol retailer involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
538,AlcoholRetailerRevenueAmount,Alcohol Retailer Revenue,The revenue generated by the company from the retailing of alcoholic beverages.,5,1,3,1,Currency = Local Reporting Currency,Negative,,6,13,,,,
539,AlcoholRetailerRevenuePercent,Alcohol Retailer Revenue Percent,Percentage of revenue generated by the company from the retailing of alcoholic beverages.,3,1,3,1,Percentage,Negative,,6,13,,,,
540,AntiPersonnelLandminesOwnershipPercent,Anti-Personnel Landmines Ownership Percent,"Anti-personnel landmines involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
541,ArcticOilProducerFlag,Arctic Oil Producer,Does the company have involvement in the production of Arctic oil reserves?,1,1,3,1,Y/N,Negative,,6,13,,,,
542,ArcticOilProducerOwnershipPercent,Arctic Oil Producer Ownership Percent,"Arctic oil producer involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
543,ArcticOilProducerRevenueAmount,Arctic Oil Producer Revenue,The revenue generated by the company from the production of Arctic oil reserves.,5,1,3,1,Currency = Local Reporting Currency,Negative,,6,13,,,,
544,ArcticOilProducerRevenuePercent,Arctic Oil Producer Revenue Percent,Percentage of revenue generated by the company from the production of Arctic oil reserves.,3,1,3,1,Percentage,Negative,,6,13,,,,
545,ChemicalBiologicalWeaponsFlag,Chemical or Biological Weapons,Does the company have involvement in chemical or biological weapons?,1,1,3,1,Y/N,Negative,,6,13,,,,
546,ChemicalBiologicalWeaponsOwnershipPercent,Chemical or Biological Weapons Ownership Percent,"Chemical or biological weapons involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
547,ClusterMunitionsOwnershipPercent,Cluster Munitions Ownership Percent,"Cluster munitions involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
548,FirearmsProducerFlag,Firearms Producer,Does the company produce firearms intended for civilian use?,1,1,3,1,Y/N,Negative,,6,13,,,,
549,FirearmsProducerOwnershipPercent,Firearms Producer Ownership Percent,"Firearms producer involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
550,FirearmsProducerRevenueAmount,Firearms Producer Revenue,The revenue generated by the company from the production of firearms intended for civilian use.,5,1,3,1,Currency = Local Reporting Currency,Negative,,6,13,,,,
551,FirearmsProducerRevenuePercent,Firearms Producer Revenue Percent,Percentage of revenue generated by the company from the production of firearms intended for civilian use.,3,1,3,1,Percentage,Negative,,6,13,,,,
552,FirearmsRetailerFlag,Firearms Retailer,Does the company retail firearms intended for civilian use?,1,1,3,1,Y/N,Negative,,6,13,,,,
553,FirearmsRetailerOwnershipPercent,Firearms Retailer Ownership Percent,"Firearms retailer involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
554,FirearmsRetailerRevenueAmount,Firearms Retailer Revenue,The revenue generated by the company from the retailing of firearms intended for civilian use.,5,1,3,1,Currency = Local Reporting Currency,Negative,,6,13,,,,
555,FirearmsRetailerRevenuePercent,Firearms Retailer Revenue Percent,Percentage of revenue generated by the company from the retailing of firearms intended for civilian use.,3,1,3,1,Percentage,Negative,,6,13,,,,
556,GamblingOperatorOrProducerFlag,Gambling Operator and Producer,"Does the company produce, own, or operate gambling services?",1,1,3,1,Y/N,Negative,,6,13,,,,
557,GamblingOperatorOrProducerOwnershipPercent,Gambling Operator and Producer Ownership Percent,"Gambling operator and producer involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
558,GamblingOperatorOrProducerRevenueAmount,Gambling Operator and Producer Revenue,The revenue generated by the company from operating gambling services.,5,1,3,1,Currency = Local Reporting Currency,Negative,,6,13,,,,
559,GamblingOperatorOrProducerRevenuePercent,Gambling Operator and Producer Revenue Percent,Percentage of revenue generated by the company from operating gambling services.,3,1,3,1,Percentage,Negative,,6,13,,,,
560,GamblingRetailerFlag,Gambling Retailer,Does the company have involvement in the retailing of gambling products?,1,1,3,1,Y/N,Negative,,6,13,,,,
561,GamblingRetailerOwnershipPercent,Gambling Retailer Ownership Percent,"Gambling retailer involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
562,GamblingRetailerRevenueAmount,Gambling Retailer Revenue,The revenue generated by the company from the retailing of gambling products.,5,1,3,1,Currency = Local Reporting Currency,Negative,,6,13,,,,
563,GamblingRetailerRevenuePercent,Gambling Retailer Revenue Percent,Percentage of revenue generated by the company from the retailing of gambling products.,3,1,3,1,Percentage,Negative,,6,13,,,,
564,MilitaryWeaponsOrPersonnelFlag,Military Weapons or Personnel,Does the company have involvement in military weapons or personnel?,1,1,3,1,Y/N,Negative,,6,13,,,,
565,MilitaryWeaponsOrPersonnelOwnershipPercent,Military Weapons or Personnel Ownership Percent,"Military weapons or personnel involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
566,MilitaryWeaponsOrPersonnelRevenueAmount,Military Weapons or Personnel Revenue,The revenue generated by the company from military weapons or personnel.,5,1,3,1,Currency = Local Reporting Currency,Negative,,6,13,,,,
567,MilitaryWeaponsOrPersonnelRevenuePercent,Military Weapons or Personnel Revenue Percent,Percentage of revenue generated by the company from military weapons or personnel.,3,1,3,1,Percentage,Negative,,6,13,,,,
568,NuclearPowerGenerationFlag,Nuclear Power Generation,Does the company have involvement in nuclear power generation?,1,1,3,1,Y/N,Negative,,6,13,,,,
569,NuclearPowerGenerationOwnershipPercent,Nuclear Power Generation Ownership Percent,"Nuclear power generation involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
570,NuclearPowerGenerationRevenueAmount,Nuclear Power Generation Revenue,The revenue generated by the company from nuclear power generation.,5,1,3,1,Currency = Local Reporting Currency,Negative,,6,13,,,,
571,NuclearPowerGenerationRevenuePercent,Nuclear Power Generation Revenue Percent,Percentage of revenue generated by the company from nuclear power generation.,3,1,3,1,Percentage,Negative,,6,13,,,,
572,NuclearWeaponsFlag,Nuclear Weapons,Does the company have involvement in nuclear weapons?,1,1,3,1,Y/N,Negative,,6,13,,,,
